1612749600,32.5737,-85.5359,170
1612749650,32.5717,-85.5369,425
1612749700,32.5694,-85.5384,680
1612749750,32.5678,-85.5399,935
1612749800,32.5668,-85.5404,1190
1612749850,32.5658,-85.5397,1445
1612749900,32.5649,-85.5372,1700
1612749950,32.564,-85.5328,1955
1612750000,32.5633,-85.527,2210
1612750050,32.5629,-85.5202,2465
1612750100,32.5628,-85.5129,2720
1612750150,32.5629,-85.5051,2975
1612750200,32.5628,-85.4968,3230
1612750250,32.562,-85.4875,3485
1612750300,32.5609,-85.4771,3740
1612750350,32.5594,-85.4656,3995
1612750400,32.5577,-85.453,4250
1612750450,32.5561,-85.4391,4505
1612750500,32.5549,-85.4241,4760
1612750550,32.5545,-85.4084,5015
1612750600,32.5549,-85.3922,5270
1612750650,32.5561,-85.3758,5525
1612750700,32.5579,-85.3593,5780
1612750750,32.56,-85.3428,6035
1612750800,32.5621,-85.3262,6290
1612750850,32.5642,-85.3097,6545
1612750900,32.5662,-85.2932,6800
1612750950,32.568,-85.2766,7055
1612751000,32.5698,-85.2601,7310
1612751050,32.5716,-85.2436,7565
1612751100,32.5736,-85.2271,7820
1612751150,32.576,-85.2107,8075
1612751200,32.5787,-85.1942,8330
1612751250,32.5817,-85.1776,8585
1612751300,32.5853,-85.1609,8840
1612751350,32.5892,-85.1438,9095
1612751400,32.5932,-85.1262,9350
1612751450,32.5974,-85.1083,9605
1612751500,32.6017,-85.0899,9860
1612751550,32.6058,-85.0709,10115
1612751600,32.6097,-85.051,10370
1612751650,32.6133,-85.03,10625
1612751700,32.6167,-85.0079,10880
1612751750,32.6199,-84.9843,11135
1612751800,32.623,-84.9593,11390
1612751850,32.6263,-84.9329,11645
1612751900,32.6299,-84.905,11900
1612751950,32.6337,-84.8758,12155
1612752000,32.6376,-84.8456,12410
1612752050,32.6416,-84.8146,12665
1612752100,32.6457,-84.7826,12920
1612752150,32.65,-84.7503,13175
1612752200,32.6546,-84.7177,13430
1612752250,32.6595,-84.6848,13685
1612752300,32.6646,-84.6518,13940
1612752350,32.6695,-84.6191,14195
1612752400,32.6741,-84.5868,14450
1612752450,32.6784,-84.5549,14705
1612752500,32.6825,-84.5234,14960
1612752550,32.6864,-84.4927,15215
1612752600,32.6905,-84.4628,15470
1612752650,32.6946,-84.4339,15725
1612752700,32.6989,-84.4059,15980
1612752750,32.7032,-84.3788,16235
1612752800,32.7074,-84.3528,16490
1612752850,32.7114,-84.3282,16745
1612752900,32.7149,-84.3051,17000
1612752950,32.7181,-84.2834,17255
1612753000,32.721,-84.2632,17510
1612753050,32.7235,-84.2444,17765
1612753100,32.7256,-84.227,18020
1612753150,32.7274,-84.2111,18275
1612753200,32.7289,-84.1966,18530
1612753250,32.7304,-84.1831,18785
1612753300,32.7321,-84.1707,19040
1612753350,32.7339,-84.1591,19295
1612753400,32.7358,-84.1486,19550
1612753450,32.7379,-84.139,19805
1612753500,32.7401,-84.1304,20060
1612753550,32.7424,-84.1228,20315
1612753600,32.7448,-84.116,20570
1612753650,32.7473,-84.1092,20825
1612753700,32.7497,-84.1023,21080
1612753750,32.7521,-84.0953,21335
1612753800,32.7544,-84.0882,21590
1612753850,32.7568,-84.0811,21845
1612753900,32.7591,-84.0739,22100
1612753950,32.7614,-84.0666,22355
1612754000,32.7636,-84.0592,22610
1612754050,32.7658,-84.0518,22865
1612754100,32.768,-84.0442,23120
1612754150,32.7701,-84.0367,23375
1612754200,32.7722,-84.029,23630
1612754250,32.7742,-84.0212,23885
1612754300,32.7759,-84.0133,24140
1612754350,32.7775,-84.0052,24395
1612754400,32.7789,-83.9969,24650
1612754450,32.7802,-83.9884,24905
1612754500,32.7812,-83.9799,25160
1612754550,32.7821,-83.9711,25415
1612754600,32.7828,-83.9622,25670
1612754650,32.7833,-83.9532,25925
1612754700,32.7836,-83.944,26180
1612754750,32.7838,-83.9346,25997.7
1612754800,32.7849,-83.9261,24036.6
1612754850,32.7869,-83.9185,22346.8
1612754900,32.7893,-83.9112,20855.3
1612754950,32.7916,-83.903,19520.5
1612755000,32.7935,-83.8904,18312.4
1612755050,32.7961,-83.8721,17209.2
1612755100,32.7999,-83.8479,16194
1612755150,32.8042,-83.8194,15253.8
1612755200,32.8085,-83.7882,14378.3
1612755250,32.8134,-83.7556,13559.2
1612755300,32.8178,-83.7233,12789.5
1612755350,32.8217,-83.6927,12063.8
1612755400,32.8253,-83.6651,11377.2
1612755450,32.8288,-83.6407,10725.1
1612755500,32.8329,-83.6193,10099.7
1612755550,32.8373,-83.6,9497.63
1612755600,32.8416,-83.5819,8916.9
1612755650,32.8453,-83.5645,8355.73
1612755700,32.8481,-83.5474,7812.57
1612755750,32.8505,-83.5303,7286.06
1612755800,32.8527,-83.513,6774.99
1612755850,32.8549,-83.4957,6278.28
1612755900,32.8568,-83.4783,5794.98
1612755950,32.8581,-83.4611,5324.24
1612756000,32.8583,-83.4446,4865.26
1612756050,32.8576,-83.4293,4417.36
1612756100,32.8567,-83.4161,3979.89
1612756150,32.8561,-83.4049,3552.27
1612756200,32.8561,-83.3953,3133.98
1612756250,32.8565,-83.3866,2724.53
1612756300,32.8564,-83.3786,2323.46
1612756350,32.8558,-83.3722,1930.37
1612756400,32.8555,-83.3688,1544.87
1612756450,32.8555,-83.3685,1166.62
1612756500,32.8553,-83.3696,795.291
1612756550,32.8548,-83.3722,430.569
1612756600,32.8541,-83.3744,72.1758
1612756611,32.854,-83.3746,-5.84797
